X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,5,sep,tue,92.2,198.3,536.5,5.9,31.2,49,7.0,0.0,9.36
4,4,oct,tue,92.5,35.3,544.8,7.9,17.1,28,8.9,0.0,9.61
4,6,oct,sun,93.7,37.2,7.9,7.7,19.7,92,5.8,0.0,2.08
4,4,mar,sun,94.6,89.8,15.7,0.7,19.2,31,3.6,0.0,11.36
8,8,aug,thu,93.5,192.0,559.0,6.2,30.4,40,6.5,0.0,0.25
9,5,aug,mon,94.2,48.0,621.1,0.2,22.8,33,7.4,0.0,5.4
3,4,jul,fri,90.6,69.1,661.4,11.5,22.6,39,7.2,0.0,3.08
9,4,aug,thu,92.5,82.7,646.6,15.2,21.5,24,5.6,0.0,0.0
4,3,sep,tue,91.9,47.2,270.2,9.2,22.3,32,3.8,0.0,0.0
3,4,aug,thu,90.9,48.6,135.2,6.6,21.4,17,5.5,0.0,6.12
4,5,jul,sat,90.6,54.1,437.7,5.3,18.5,33,7.7,0.0,15.07
4,4,apr,thu,96.2,76.1,7.9,5.6,26.3,28,2.5,0.0,0.0
3,3,aug,sat,92.2,93.0,608.1,4.4,25.2,57,6.7,0.0,0.0
3,5,aug,thu,93.9,1.1,541.1,5.9,18.1,40,2.2,0.0,3.5
7,4,jul,tue,93.8,139.2,62.1,0.0,23.9,34,4.1,0.0,2.73
4,7,jul,sun,93.4,127.8,625.4,8.5,18.8,36,6.3,0.0,8.18
4,4,mar,sun,94.9,40.1,539.8,0.0,26.1,30,7.1,0.0,8.38
4,3,aug,thu,94.5,33.8,263.9,5.5,30.9,26,9.4,0.0,0.0
7,3,aug,wed,96.1,28.1,369.5,0.0,19.6,18,6.8,0.0,0.0
1,4,feb,wed,92.5,89.5,440.2,8.9,24.6,32,8.2,0.0,12.92
3,4,mar,mon,92.0,128.6,7.9,10.7,27.0,20,6.5,0.0,7.51
3,4,aug,sun,92.7,57.6,688.9,9.1,20.3,43,7.5,0.0,13.9
8,4,feb,thu,90.6,64.9,7.9,1.2,12.5,66,6.8,0.0,0.0
1,2,sep,sun,95.0,36.5,125.8,0.0,33.3,39,5.6,0.0,0.0
4,3,jun,fri,89.3,92.1,609.0,8.0,26.7,67,6.4,0.0,1.14
5,4,aug,tue,93.8,70.0,541.6,9.7,28.7,59,4.8,0.0,0.0
9,4,aug,sat,93.7,1.1,7.9,6.5,24.1,38,9.4,0.0,10.81
4,3,jul,sat,90.2,142.7,568.8,2.0,18.8,39,4.7,0.0,2.67
3,4,aug,thu,93.6,55.4,760.0,6.8,29.6,36,6.9,0.0,13.03
9,2,sep,wed,92.8,74.8,599.0,7.5,23.1,44,4.6,0.0,1.52
7,5,feb,sun,91.8,63.7,649.8,5.9,22.5,52,6.8,0.0,7.9
7,4,aug,thu,91.1,117.4,41.6,3.4,17.3,30,3.0,0.0,6.62
5,2,aug,sat,89.5,62.7,7.9,4.5,19.6,15,7.1,0.0,0.0
4,4,aug,thu,94.8,112.7,320.8,9.1,29.6,41,7.5,0.0,11.1
4,4,aug,fri,90.4,109.3,671.8,5.4,20.0,71,9.4,0.0,8.56
5,6,aug,thu,92.8,121.9,155.9,9.0,24.3,29,6.3,0.0,9.49
8,4,mar,sun,85.1,1.1,579.5,11.1,19.6,50,6.9,0.0,4.35
2,4,mar,thu,89.0,21.5,7.9,6.1,25.6,34,6.8,0.0,7.57
5,4,sep,mon,91.6,31.1,277.1,14.3,19.0,50,3.9,0.0,58.36
5,4,sep,mon,90.7,22.7,664.1,4.5,17.9,43,3.5,0.0,9.2
4,4,aug,wed,90.9,6.8,7.9,0.3,28.2,24,4.3,0.0,9.55
4,5,sep,sat,94.4,57.4,664.0,5.0,14.4,35,4.2,0.0,6.71
4,4,sep,tue,90.2,1.1,631.6,5.5,27.6,52,4.3,0.0,1.46
5,4,sep,fri,84.4,1.1,696.3,5.5,23.5,54,5.0,0.0,0.89
2,2,oct,fri,93.3,73.4,688.3,15.7,19.5,45,5.4,0.0,9.09
3,4,sep,sun,92.4,64.1,595.6,12.0,19.3,38,9.4,0.0,13.97
4,4,sep,sat,92.2,34.0,540.4,7.2,21.1,53,5.3,0.0,13.42
1,2,sep,sun,54.8,1.1,254.3,4.9,21.7,33,8.7,0.0,1.31
4,4,jul,thu,83.1,1.1,633.8,9.5,7.4,67,2.1,0.0,167.9
2,4,sep,wed,93.0,291.3,668.9,6.6,14.9,51,7.2,0.0,0.0
3,2,sep,thu,93.1,1.1,551.7,4.1,28.6,30,5.5,0.0,4.24
4,5,sep,sat,93.3,72.1,210.1,6.6,18.1,48,3.9,0.0,7.13
4,5,jun,tue,92.3,1.1,368.4,6.0,33.3,31,5.4,0.0,28.57
4,4,aug,sun,94.4,53.5,585.2,5.4,27.2,58,6.8,0.0,4.32
9,2,aug,sun,92.6,1.1,552.7,6.7,29.7,31,6.6,0.0,3.09
5,3,sep,wed,92.8,82.9,649.2,1.5,30.0,43,5.7,0.0,3.95
2,5,sep,tue,91.6,76.3,719.7,6.7,18.6,27,6.9,0.0,13.8
6,4,sep,sat,89.4,46.2,610.2,8.7,14.4,42,9.3,0.0,65.0
9,5,sep,sat,95.4,78.3,220.1,11.2,16.9,39,6.9,0.0,2.03
4,4,feb,sat,85.3,17.4,377.4,2.0,21.5,59,9.4,0.0,2.37
5,3,sep,sat,93.6,1.1,7.9,7.4,29.9,15,9.0,0.0,0.0
4,4,sep,fri,82.9,1.1,7.9,8.4,22.2,25,9.4,0.0,14.84
4,4,sep,tue,57.7,55.2,642.8,6.6,22.7,58,5.6,0.0,2.05
7,3,sep,thu,91.4,3.0,642.8,8.3,22.4,43,5.2,0.0,0.0
8,4,jul,fri,91.0,87.4,87.0,6.5,26.7,38,6.9,0.0,5.01
9,4,mar,sun,93.8,12.3,7.9,7.7,20.5,21,6.7,0.0,0.0
2,2,oct,sun,91.5,143.9,560.9,3.3,28.1,20,5.4,0.0,0.0
6,4,sep,sun,90.3,102.1,573.4,4.2,21.9,49,4.3,0.0,4.11
4,4,mar,sun,91.2,102.8,7.9,4.7,27.6,31,7.6,0.0,7.27
4,3,mar,tue,93.1,104.2,584.8,11.2,23.5,15,9.4,0.0,0.0
4,4,aug,thu,95.1,118.0,487.6,5.8,20.5,47,6.3,0.0,0.0
7,4,aug,sat,91.9,49.8,609.3,4.4,25.8,34,6.8,0.0,0.0
9,4,aug,wed,95.8,70.0,150.1,6.1,23.6,19,5.8,0.0,0.0
5,2,aug,thu,93.0,88.8,206.7,4.5,31.6,22,3.6,0.0,0.0
4,5,sep,fri,94.4,132.6,475.9,10.4,17.0,27,6.5,0.0,0.0
4,4,feb,sat,95.3,119.4,558.3,2.0,27.1,37,5.7,0.0,0.0
2,5,jul,sun,89.8,65.5,642.1,5.5,24.1,32,7.5,0.0,0.0
4,4,sep,fri,90.3,15.8,675.1,12.0,24.9,35,4.8,0.0,0.0
9,4,aug,sun,91.1,1.1,707.2,14.6,22.9,44,6.7,0.0,0.0
4,3,sep,sat,92.7,12.5,600.3,7.9,20.3,35,4.7,0.0,7.06
4,6,aug,sat,93.2,1.1,218.9,8.3,23.1,62,8.3,0.0,0.0
3,5,aug,sat,85.7,120.3,7.9,5.2,17.9,44,6.6,0.0,0.0
4,5,sep,mon,90.6,286.6,748.0,1.8,19.0,29,6.0,0.0,0.0
5,4,aug,fri,92.9,60.5,306.5,6.0,23.6,32,9.4,0.0,6.21
4,2,mar,sat,90.4,107.7,684.7,8.5,13.4,37,6.0,0.0,7.39
9,3,aug,wed,89.2,21.9,660.1,0.0,18.9,35,9.4,0.0,5.46
5,4,sep,sat,90.7,60.3,7.9,9.2,24.9,20,6.0,0.0,0.0
2,5,aug,tue,91.7,16.3,586.2,4.5,19.2,52,9.1,0.0,47.32
1,2,sep,sun,91.5,43.3,36.6,5.6,22.7,27,5.9,0.0,3.41
4,4,aug,thu,89.3,37.7,51.8,6.2,25.0,21,7.4,0.0,4.06
4,4,sep,sat,91.0,103.2,120.8,6.4,21.3,59,7.3,0.0,1.06
7,5,aug,sat,91.5,80.1,578.9,7.4,11.7,22,5.5,0.0,0.37
8,4,mar,mon,89.3,37.8,7.9,11.3,17.4,17,6.5,0.0,0.0
5,4,aug,wed,93.1,49.9,743.7,9.3,24.5,22,5.7,0.0,9.86
3,5,sep,fri,93.1,2.5,612.4,9.2,18.8,25,4.7,0.0,0.66
3,5,aug,wed,94.9,195.1,592.7,6.6,19.8,20,7.3,0.0,6.18
4,2,aug,tue,92.9,1.1,633.9,8.4,16.3,66,6.4,0.0,6.34
5,4,sep,fri,94.5,53.1,97.0,8.5,19.7,28,8.8,0.0,9.84
4,4,oct,sun,91.7,1.1,643.6,4.5,22.5,64,6.2,0.0,2.72
5,4,sep,fri,91.3,70.5,67.1,1.8,20.0,51,4.7,0.0,0.71
4,4,sep,fri,92.8,34.7,579.5,7.3,24.1,32,4.5,0.0,9.62
4,3,sep,tue,91.1,1.1,605.8,4.2,28.3,32,4.3,0.0,3.56
3,5,aug,thu,92.6,73.4,603.0,0.0,20.4,48,5.4,0.0,0.0
4,4,nov,sat,91.5,91.8,637.7,5.0,25.4,25,9.4,0.0,46.86
3,2,jul,sun,91.2,1.1,135.0,7.7,17.8,39,4.6,0.0,11.18
3,4,sep,sun,91.4,34.5,7.9,6.1,25.4,54,3.8,0.0,4.02
9,4,aug,wed,92.5,1.1,607.3,5.7,33.3,40,7.0,0.0,11.56
4,5,aug,thu,92.8,63.4,277.3,4.7,30.5,34,5.8,0.0,4.23
6,2,sep,wed,92.9,1.1,7.9,5.5,17.9,51,7.0,0.0,77.0
3,5,mar,tue,93.1,1.1,7.9,7.2,8.8,33,5.4,0.0,0.0
3,4,aug,fri,93.1,43.4,634.3,8.1,19.1,34,4.2,0.0,8.47
8,4,mar,mon,90.6,1.1,613.7,5.0,19.3,36,5.4,0.0,2.41
8,4,aug,tue,91.6,71.4,230.0,5.1,26.2,46,8.7,0.0,10.53
5,4,aug,thu,95.1,56.8,405.8,4.2,24.8,37,6.6,0.0,10.47
4,4,aug,sun,91.9,1.1,7.9,0.0,15.5,41,5.5,0.0,11.04
4,4,feb,thu,93.5,30.0,7.9,6.1,28.5,41,9.4,0.0,0.0
4,3,jul,wed,92.5,47.0,308.9,13.0,21.4,40,9.4,0.0,3.38
2,4,sep,fri,91.2,159.9,7.9,4.8,20.8,59,9.4,0.0,0.06
5,6,aug,sun,89.7,85.9,727.8,3.6,24.2,32,9.4,0.0,0.0
4,4,aug,tue,90.5,94.2,229.4,4.8,20.7,36,6.0,0.0,5.98
9,5,sep,tue,91.9,1.1,684.7,7.3,20.2,31,3.6,0.0,0.8
4,4,sep,mon,90.4,152.4,379.2,8.4,25.1,26,5.6,0.0,1.76
5,4,mar,tue,90.3,1.1,633.1,6.9,23.1,50,6.0,0.0,4.14
2,4,aug,fri,91.2,79.3,255.0,3.1,19.1,32,3.6,0.0,10.21
5,3,aug,sat,94.6,1.1,474.4,6.8,27.8,36,9.4,0.0,1.65
3,2,aug,tue,86.6,105.2,512.9,6.2,21.3,42,9.4,0.0,2.03
4,4,apr,mon,91.2,1.1,712.5,6.5,22.0,52,3.7,0.0,0.56
5,6,nov,sat,95.7,30.1,623.7,9.0,19.1,47,5.2,0.0,10.27
3,4,aug,sat,90.6,104.7,398.3,7.0,23.3,43,4.2,0.0,0.51
9,4,aug,sat,95.0,68.6,207.9,7.2,21.6,22,5.5,0.0,11.68
4,4,dec,sat,93.4,47.0,645.1,5.2,17.6,37,4.6,0.0,13.85
2,5,aug,sat,91.9,30.4,500.5,5.4,14.5,48,9.1,0.0,7.42
4,5,mar,sun,90.7,39.8,544.5,4.9,19.6,36,9.4,0.0,12.01
6,5,jun,fri,90.5,37.1,587.5,5.0,23.5,34,5.8,0.0,1.25
4,4,jul,sat,93.5,67.1,178.7,8.1,23.1,40,3.7,0.0,0.0
9,4,aug,sun,91.5,12.3,589.2,9.3,18.1,42,7.3,0.0,0.0
2,3,sep,sat,88.7,114.0,11.1,3.7,18.8,39,6.8,0.0,11.96
4,2,aug,mon,91.5,1.1,596.1,5.2,15.3,33,4.1,0.0,0.28
4,4,sep,wed,90.4,1.1,713.0,5.6,25.5,76,6.5,0.0,5.22
7,5,aug,thu,94.4,134.7,605.2,6.2,27.1,23,6.7,0.0,5.74
1,4,aug,thu,86.6,134.1,673.1,4.5,26.4,32,5.7,0.0,0.0
8,6,aug,thu,91.6,133.5,767.7,11.8,20.9,38,6.8,0.0,12.09
7,4,dec,fri,90.4,1.1,93.2,1.1,23.7,41,9.3,0.0,32.46
1,4,may,sat,94.5,156.4,758.8,15.3,17.6,48,2.7,0.0,68.62
2,4,sep,sat,91.1,35.2,175.8,9.4,14.8,36,7.0,0.0,6.32
3,4,sep,sat,92.4,13.7,7.9,2.0,19.0,47,4.2,0.0,7.26
2,4,mar,sat,92.6,1.1,7.9,0.9,21.1,39,6.3,0.0,0.0
4,2,sep,sun,89.4,192.4,832.1,15.6,28.8,41,4.9,0.0,6.84
9,4,aug,thu,93.6,24.1,26.5,5.0,25.6,39,7.0,0.0,0.0
1,5,aug,mon,90.9,174.6,662.7,7.6,5.8,81,6.3,0.0,11.45
9,5,jul,tue,93.0,76.0,242.3,10.4,26.6,41,4.8,0.0,3.58
4,4,sep,tue,91.3,44.6,800.6,6.3,17.2,30,9.4,0.0,6.32
5,5,sep,sat,91.1,97.6,7.9,4.3,31.1,26,5.6,0.0,0.0
4,4,mar,tue,87.8,1.1,268.0,13.4,4.6,67,6.9,0.0,0.0
2,4,oct,sun,83.1,47.6,641.6,5.8,21.6,27,5.6,0.0,0.0
4,4,sep,sun,90.9,1.1,184.5,8.2,11.6,35,1.6,0.0,1.43
4,2,may,sun,92.3,65.3,429.9,6.9,17.7,35,4.2,0.0,0.01
2,4,mar,sat,83.5,10.6,573.9,6.7,16.5,50,3.6,0.0,0.0
1,4,aug,sat,91.6,60.1,680.3,8.0,14.8,38,7.0,0.0,11.35
4,6,jul,sat,92.9,136.5,612.4,5.5,19.7,31,5.1,0.0,0.0
4,4,oct,mon,92.4,158.4,721.2,0.7,26.1,52,6.3,0.0,1.21
2,5,sep,mon,92.5,32.2,609.8,6.5,24.7,18,3.9,0.0,0.0
5,4,aug,mon,93.7,55.9,169.4,13.4,22.0,21,5.7,0.0,0.0
5,4,jun,fri,93.5,1.1,186.9,5.8,31.8,46,3.9,0.0,0.0
9,6,sep,mon,93.3,97.3,548.1,6.4,18.8,40,6.0,0.0,0.0
4,2,feb,thu,91.1,50.6,741.2,1.4,28.9,30,5.4,0.0,3.45
5,3,oct,fri,82.6,1.1,589.5,7.0,30.6,27,4.8,0.0,0.0
8,4,aug,sun,93.8,56.3,576.6,4.8,14.8,45,3.2,0.0,0.0
5,4,sep,fri,94.6,72.3,673.7,8.4,24.0,23,6.7,0.0,0.0
4,5,sep,sun,90.2,27.5,288.7,7.5,13.2,47,6.8,0.0,1.33
3,5,aug,tue,91.0,16.3,7.9,9.9,27.5,35,7.6,0.0,1.54
6,3,sep,sun,90.7,234.1,697.1,9.4,17.0,37,3.9,0.0,0.0
5,4,sep,mon,92.7,49.1,541.6,5.2,20.2,20,5.2,0.0,0.0
8,4,jun,sat,92.6,51.7,7.9,5.4,28.3,49,6.9,0.0,5.73
4,4,sep,tue,92.3,104.0,745.5,6.0,19.5,40,3.7,0.0,13.5
4,2,jul,sun,93.5,52.4,214.0,12.4,19.8,51,3.2,0.0,39.14
9,4,sep,sun,91.0,87.0,338.9,6.3,24.4,40,5.1,0.0,3.21
9,4,aug,thu,90.4,71.8,551.5,5.2,21.7,24,5.6,0.1,18.35
4,4,aug,sat,79.7,3.7,661.3,7.4,23.7,58,5.8,0.0,68.74
3,4,sep,sun,86.1,1.1,692.0,6.3,19.7,69,5.1,0.0,0.85
4,5,sep,sat,90.7,27.1,89.7,8.0,27.2,24,9.4,0.0,0.0
8,2,sep,mon,93.0,172.3,731.9,17.0,30.6,30,3.2,0.0,0.0
5,4,sep,mon,88.6,24.7,705.1,7.7,14.3,56,3.5,0.0,2.45
4,5,sep,sun,92.4,52.3,7.9,6.4,19.7,34,6.7,0.0,7.68
6,5,sep,sun,95.1,1.1,287.1,6.2,20.5,56,4.3,0.0,0.49
9,4,sep,sat,92.9,43.5,504.6,6.4,20.3,53,9.4,0.0,7.84
8,3,sep,sun,90.5,3.4,506.0,6.1,16.9,44,6.1,0.0,5.31
6,4,sep,sun,89.7,37.6,742.0,2.1,27.8,66,5.0,0.0,170.67
3,4,sep,sat,86.6,1.1,67.0,4.8,20.1,51,4.5,0.0,6.22
9,4,sep,sat,93.6,125.8,192.4,5.3,18.6,24,4.0,0.0,2.77
4,4,feb,wed,94.1,1.1,677.5,7.3,14.0,29,4.9,0.0,12.98
4,5,aug,tue,92.2,169.8,534.0,7.0,13.2,49,5.6,0.0,0.0
4,4,jul,mon,88.9,89.3,220.2,2.9,27.0,24,4.5,0.0,0.0
7,4,sep,sun,92.1,86.6,460.4,4.4,25.2,35,6.8,0.0,3.45
3,5,aug,thu,92.6,58.3,655.8,3.4,20.8,55,5.5,0.0,2.32
1,4,aug,thu,94.4,1.1,7.9,0.0,33.3,33,2.8,0.0,0.0
6,2,aug,sat,95.4,99.3,516.5,18.6,18.8,37,7.2,0.0,0.0
3,5,aug,tue,91.3,69.6,114.5,9.7,13.0,22,6.5,0.0,5.99
4,4,aug,mon,89.1,1.1,608.0,6.0,18.3,43,1.5,0.0,0.0
4,2,feb,fri,34.5,1.1,739.7,5.3,5.3,52,4.7,0.0,14.93
7,4,sep,sat,94.5,34.4,644.8,9.5,19.6,42,6.7,0.0,11.9
6,3,sep,tue,91.4,1.1,296.0,6.5,30.3,26,5.0,0.0,6.54
4,5,sep,fri,92.9,90.6,614.1,12.6,23.3,28,4.0,0.0,0.0
2,4,apr,sun,94.1,72.9,264.7,8.1,17.4,32,6.3,0.0,1.66
8,4,apr,wed,90.6,40.7,667.3,5.1,10.3,22,7.3,0.0,2.39
4,2,aug,wed,90.3,34.5,63.2,3.7,20.4,96,7.6,0.0,16.4
4,4,feb,wed,82.6,1.1,578.9,5.5,14.5,34,6.1,0.0,8.38
4,5,jun,tue,82.5,24.9,548.9,3.7,21.2,38,7.8,0.0,16.3
6,6,sep,tue,93.0,50.9,657.2,7.7,21.4,46,5.5,0.0,0.0
4,4,aug,fri,43.7,37.9,186.5,1.0,22.2,44,5.1,0.0,0.0
4,2,jun,fri,82.9,40.6,642.9,5.8,18.3,44,7.5,0.0,7.17
7,5,sep,tue,93.3,1.1,481.5,5.1,24.0,43,3.8,0.0,12.16
3,4,sep,sat,94.4,67.8,568.0,17.5,24.0,21,9.4,0.0,2.95
4,4,mar,sat,92.1,75.5,588.8,6.9,21.2,39,6.5,0.0,0.0
5,3,aug,fri,91.3,1.1,621.8,3.3,16.6,35,5.9,0.0,0.0
4,4,aug,tue,82.6,38.2,88.8,4.8,20.7,38,7.1,0.0,1.65
4,4,sep,sun,94.2,44.5,726.0,14.1,26.1,32,5.1,0.0,13.24
3,4,aug,mon,92.2,1.1,7.9,0.3,10.0,65,6.9,0.0,3.93
4,2,jan,sat,92.8,39.0,713.4,1.8,19.0,36,6.7,0.0,10.66
2,4,mar,tue,93.7,66.8,531.9,5.7,17.9,31,1.7,0.0,0.63
4,3,mar,sun,91.6,75.4,635.7,6.3,9.5,57,6.1,0.0,9.66
5,5,aug,sun,93.3,42.5,714.0,5.9,25.5,54,8.9,0.0,1.51
3,2,sep,sat,93.0,86.9,227.6,7.5,16.7,44,2.2,0.0,6.12
8,5,sep,fri,90.2,97.7,665.0,6.8,24.1,42,5.2,0.0,9.33
6,4,sep,sat,92.5,53.9,7.9,5.6,7.0,30,3.3,0.0,2.9
4,5,jul,thu,91.1,1.1,7.9,4.1,27.2,37,9.4,0.0,7.87
4,4,sep,sun,92.7,1.1,398.3,4.5,17.7,44,7.5,0.0,4.36
7,6,sep,mon,91.8,106.5,629.5,7.1,24.7,43,6.5,0.0,5.61
9,5,aug,sat,91.8,108.9,7.9,6.3,33.3,30,4.5,0.0,0.0
4,4,sep,fri,90.6,1.1,523.7,7.8,20.3,54,4.7,0.0,4.87
3,4,sep,fri,86.7,85.9,190.8,6.9,26.0,32,9.0,0.0,5.63
5,5,sep,mon,94.3,53.4,275.2,5.4,24.3,41,4.7,0.0,0.0
6,4,aug,thu,88.7,36.4,630.9,6.6,21.6,27,9.4,0.0,14.5
4,4,jun,fri,93.0,1.1,7.9,4.7,30.9,58,4.8,0.7,5.55
4,5,aug,sat,91.5,122.5,548.3,6.9,20.2,17,4.5,0.0,0.0
9,4,sep,mon,95.4,116.2,196.7,5.4,30.9,63,9.4,0.0,9.92
3,4,jul,mon,92.5,51.9,596.9,5.8,23.5,53,4.0,0.0,12.88
5,6,jul,sun,90.3,91.0,790.1,10.0,17.4,36,4.6,0.0,1.36
3,5,oct,sun,91.0,83.0,156.1,1.9,29.6,43,9.4,0.0,0.0
8,5,sep,sat,94.7,75.0,638.4,5.1,16.5,23,6.9,0.0,0.0
4,5,aug,sat,89.9,1.1,7.9,7.3,25.4,32,4.3,0.0,3.81
9,2,sep,mon,83.3,1.1,119.1,3.9,11.4,55,4.7,0.0,36.19
5,5,aug,fri,94.9,55.0,233.7,7.1,27.4,26,4.6,0.0,2.06
1,4,sep,mon,85.3,52.0,546.3,13.7,14.6,44,4.5,0.0,13.93
4,4,aug,sat,92.2,1.1,495.2,3.6,26.6,65,2.6,0.0,0.0
4,2,sep,mon,89.9,110.9,629.6,5.0,22.2,26,6.8,0.0,17.59
4,4,feb,thu,90.9,47.9,7.9,0.0,31.6,16,4.1,0.0,0.0
4,4,sep,tue,93.3,2.8,659.4,5.0,24.9,25,4.8,0.0,79.41
2,3,sep,mon,92.4,1.1,760.0,7.1,11.9,53,7.0,0.0,3.63
7,4,aug,thu,79.3,19.2,688.6,4.8,23.6,31,7.5,0.0,14.15
3,5,sep,sat,82.6,121.3,716.3,0.0,7.9,39,3.2,0.0,10.85
4,4,sep,sun,90.3,84.0,657.7,1.9,26.6,40,5.8,0.0,20.91
2,4,aug,wed,93.1,136.0,522.3,8.1,21.1,29,4.6,0.0,6.38
3,4,apr,wed,90.9,1.1,517.8,5.1,14.9,55,5.2,0.0,12.23
4,4,jul,thu,91.5,43.2,592.6,4.1,19.7,52,3.6,0.0,0.65
8,4,sep,sat,91.8,51.4,573.1,5.3,25.3,21,7.2,0.0,55.91
2,4,mar,sat,91.7,282.8,7.9,6.9,15.3,33,7.6,0.0,8.87
7,4,mar,sun,90.4,35.7,122.4,7.5,18.3,18,4.8,0.0,0.0
4,4,jun,wed,92.7,87.5,708.6,6.5,23.7,51,5.7,0.0,0.38
4,4,sep,mon,88.9,71.9,710.2,5.8,20.5,65,6.7,0.0,12.11
4,5,aug,sun,93.7,92.7,621.2,8.2,26.9,41,4.5,0.0,0.0
4,3,sep,sun,93.6,1.1,633.7,7.2,20.0,74,9.2,0.0,0.2
4,4,sep,sun,89.7,33.4,658.7,5.1,19.8,32,6.6,0.0,11.55
6,4,sep,sun,93.2,148.7,638.1,11.1,23.5,40,4.8,0.0,3.36
7,4,mar,thu,93.0,50.0,324.2,6.8,19.9,22,7.6,0.0,8.89
4,4,sep,sun,89.9,84.0,689.2,7.8,15.0,26,5.9,0.0,8.3
5,7,sep,sun,93.3,68.9,612.2,5.6,12.8,30,5.8,0.0,162.6
7,5,feb,sun,87.9,47.6,668.2,3.4,21.4,80,7.1,0.0,946.9
7,3,jun,sat,95.1,23.4,281.9,5.9,21.1,31,4.2,0.0,15.08
8,5,sep,wed,91.2,100.8,7.9,7.0,17.8,31,6.4,0.0,3.85
8,4,sep,sun,85.9,142.9,683.9,7.6,24.3,35,6.6,0.0,7.68
2,4,mar,sun,91.4,121.7,488.7,7.9,19.6,21,5.4,0.8,7.22
4,5,mar,sat,93.8,106.0,316.4,7.6,21.7,60,3.9,0.0,0.0
4,4,mar,sun,94.1,46.1,598.9,9.8,26.8,15,4.5,0.0,14.18
8,4,sep,sat,91.5,74.5,8.4,9.1,18.8,20,4.8,0.0,57.59
4,4,mar,sat,88.8,31.1,395.0,5.5,16.0,57,9.0,0.0,31.66
4,4,sep,tue,90.0,14.5,517.9,0.3,28.4,22,6.0,0.0,12.8
3,4,sep,sun,91.5,30.4,7.9,9.2,8.5,29,6.7,0.0,1.07
1,3,aug,tue,95.1,27.3,613.0,6.1,21.2,22,5.8,0.0,0.0
6,5,aug,mon,93.1,77.8,211.4,11.8,22.9,50,3.4,0.0,0.0
4,4,aug,tue,91.9,53.3,157.2,6.9,14.6,33,4.2,0.0,0.0
2,4,sep,wed,91.5,4.3,179.4,7.4,18.3,34,5.0,0.0,0.0
7,2,sep,sat,94.8,61.8,497.4,9.4,24.9,51,6.7,0.0,9.21
7,4,apr,sat,90.4,29.6,628.1,6.2,20.9,32,4.0,0.0,0.0
8,4,jul,sun,92.1,102.5,306.2,8.7,14.1,44,7.1,0.0,14.98
8,4,aug,wed,93.7,69.1,565.7,0.0,33.3,21,6.0,0.0,0.0
4,4,sep,wed,91.5,1.1,545.4,11.5,28.9,30,6.3,0.0,1.1
4,4,mar,sun,90.8,27.5,61.3,5.5,17.6,32,1.7,0.0,0.0
7,5,sep,fri,92.2,39.6,104.9,4.5,19.7,37,4.0,0.0,2.16
8,4,oct,fri,92.5,1.1,644.9,6.8,16.9,34,4.8,0.0,1.15
9,4,feb,thu,90.0,49.2,555.7,4.0,15.5,37,6.7,0.0,0.0
2,4,jul,sun,91.4,43.5,635.6,1.2,25.1,55,6.8,0.0,11.66
7,4,feb,thu,83.7,12.8,66.0,6.6,20.3,62,4.5,0.0,14.46
4,4,jul,mon,93.5,73.5,708.3,4.3,23.6,18,2.8,0.0,7.19
4,4,sep,sat,92.4,62.0,25.8,7.6,24.5,24,6.5,0.0,15.65
8,4,sep,sun,91.5,148.8,591.9,17.8,22.1,24,6.8,0.0,10.99
4,4,nov,fri,91.8,56.8,254.7,5.6,13.1,55,5.0,0.0,8.7
5,5,jul,thu,92.1,83.9,309.8,4.6,26.0,48,5.0,0.0,289.05
2,5,sep,sun,92.4,60.3,657.7,9.4,16.9,47,4.5,0.0,16.86
7,2,mar,thu,83.2,29.7,34.5,5.6,19.0,18,7.1,0.0,12.97
7,5,feb,mon,93.6,1.1,281.2,5.1,19.0,60,3.8,0.0,0.0
5,2,aug,sat,93.5,53.5,773.2,5.3,23.5,54,6.7,0.0,0.0
3,8,jun,sat,92.4,42.1,396.7,5.5,22.7,41,4.9,0.0,0.0
4,3,mar,sat,94.2,36.5,200.6,4.1,21.9,26,4.3,0.0,0.0
3,9,apr,sat,91.9,77.4,145.9,7.6,24.6,30,2.4,0.0,0.0
5,5,sep,tue,91.4,97.4,664.1,6.7,20.3,39,6.7,0.0,0.0
4,4,feb,fri,90.8,1.1,51.9,7.5,16.4,22,4.5,0.0,0.0
5,5,feb,sat,95.6,49.5,506.5,7.4,25.4,32,5.6,0.0,0.0
9,4,sep,wed,84.2,77.5,473.1,6.3,20.6,32,4.3,0.0,14.6
2,4,aug,tue,92.8,1.1,7.9,5.2,22.7,28,7.0,0.0,4.14
7,4,aug,sat,90.3,1.1,592.6,5.2,21.1,34,6.7,0.0,42.31
4,2,mar,sat,89.7,65.7,7.9,5.3,26.0,61,5.9,0.0,10.4
5,4,sep,wed,93.0,94.2,708.7,16.5,18.6,40,5.5,0.0,0.0
4,4,jul,sat,93.8,102.7,268.7,10.5,24.0,15,4.6,0.0,3.25
4,5,aug,mon,89.4,83.7,638.8,7.9,17.7,27,7.3,0.0,9.01
3,4,jul,sun,92.4,82.5,7.9,10.3,26.6,20,6.8,0.0,0.0
7,4,aug,sun,90.8,4.1,306.0,14.6,23.6,54,5.6,0.0,0.0
